3.96E+01	8.83E+00	2.72E+01	5.10E+00
3.96E+01	1.17E+01	2.71E+01	6.77E+00
3.96E+01	1.45E+01	2.70E+01	8.42E+00
3.96E+01	1.73E+01	2.68E+01	1.01E+01
3.96E+01	1.99E+01	2.67E+01	1.17E+01
3.96E+01	2.25E+01	2.65E+01	1.33E+01
3.96E+01	2.50E+01	2.64E+01	1.48E+01
3.96E+01	2.74E+01	2.62E+01	1.64E+01
3.96E+01	2.97E+01	2.60E+01	1.79E+01
3.96E+01	3.19E+01	2.58E+01	1.93E+01
3.96E+01	3.39E+01	2.54E+01	2.07E+01
3.96E+01	3.59E+01	2.49E+01	2.18E+01
3.96E+01	3.96E+01	2.08E+01	2.08E+01
3.96E+01	4.14E+01	1.89E+01	2.01E+01
4.14E+01	-3.78E+01	2.18E+01	-1.92E+01
4.14E+01	-3.39E+01	2.63E+01	-2.01E+01
4.14E+01	-3.19E+01	2.69E+01	-1.90E+01
4.14E+01	-2.97E+01	2.72E+01	-1.76E+01
4.14E+01	-2.74E+01	2.75E+01	-1.62E+01
4.14E+01	-2.50E+01	2.77E+01	-1.47E+01
4.14E+01	-2.25E+01	2.79E+01	-1.31E+01
4.14E+01	-1.99E+01	2.80E+01	-1.15E+01
4.14E+01	-1.73E+01	2.81E+01	-9.93E+00
4.14E+01	-1.45E+01	2.82E+01	-8.31E+00
4.14E+01	-1.17E+01	2.83E+01	-6.67E+00
4.14E+01	-8.83E+00	2.84E+01	-5.02E+00
4.14E+01	-5.91E+00	2.85E+01	-3.35E+00
4.14E+01	-2.96E+00	2.85E+01	-1.68E+00
4.14E+01	0.00E+00	2.85E+01	0.00E+00
4.14E+01	2.96E+00	2.85E+01	1.68E+00
4.14E+01	5.91E+00	2.85E+01	3.35E+00
4.14E+01	8.83E+00	2.84E+01	5.02E+00
4.14E+01	1.17E+01	2.83E+01	6.67E+00
4.14E+01	1.45E+01	2.82E+01	8.31E+00
4.14E+01	1.73E+01	2.81E+01	9.93E+00
4.14E+01	1.99E+01	2.80E+01	1.15E+01
4.14E+01	2.25E+01	2.79E+01	1.31E+01
4.14E+01	2.50E+01	2.77E+01	1.47E+01
4.14E+01	2.74E+01	2.75E+01	1.62E+01
4.14E+01	2.97E+01	2.72E+01	1.76E+01
4.14E+01	3.19E+01	2.69E+01	1.90E+01
4.14E+01	3.39E+01	2.63E+01	2.01E+01
4.14E+01	3.78E+01	2.18E+01	1.92E+01
4.30E+01	-3.59E+01	2.15E+01	-1.67E+01
4.30E+01	-3.39E+01	2.62E+01	-1.89E+01
4.30E+01	-3.19E+01	2.76E+01	-1.84E+01
4.30E+01	-2.97E+01	2.82E+01	-1.73E+01
4.30E+01	-2.74E+01	2.86E+01	-1.59E+01
4.30E+01	-2.50E+01	2.89E+01	-1.45E+01
4.30E+01	-2.25E+01	2.91E+01	-1.29E+01
4.30E+01	-1.99E+01	2.93E+01	-1.14E+01
4.30E+01	-1.73E+01	2.94E+01	-9.81E+00
4.30E+01	-1.45E+01	2.95E+01	-8.20E+00
4.30E+01	-1.17E+01	2.96E+01	-6.58E+00
4.30E+01	-8.83E+00	2.97E+01	-4.95E+00
4.30E+01	-5.91E+00	2.98E+01	-3.31E+00
4.30E+01	-2.96E+00	2.98E+01	-1.65E+00
4.30E+01	0.00E+00	2.98E+01	0.00E+00
4.30E+01	2.96E+00	2.98E+01	1.65E+00
4.30E+01	5.91E+00	2.98E+01	3.31E+00
4.30E+01	8.83E+00	2.97E+01	4.95E+00
4.30E+01	1.17E+01	2.96E+01	6.58E+00
4.30E+01	1.45E+01	2.95E+01	8.20E+00
4.30E+01	1.73E+01	2.94E+01	9.81E+00
4.30E+01	1.99E+01	2.93E+01	1.14E+01
4.30E+01	2.25E+01	2.91E+01	1.29E+01
4.30E+01	2.50E+01	2.89E+01	1.45E+01
4.30E+01	2.74E+01	2.86E+01	1.59E+01
4.30E+01	2.97E+01	2.82E+01	1.73E+01
4.30E+01	3.19E+01	2.76E+01	1.84E+01
4.30E+01	3.39E+01	2.62E+01	1.89E+01
4.30E+01	3.59E+01	2.15E+01	1.67E+01
4.45E+01	-3.19E+01	2.60E+01	-1.64E+01
4.45E+01	-2.74E+01	2.93E+01	-1.54E+01
4.45E+01	-2.50E+01	2.99E+01	-1.41E+01
4.45E+01	-2.25E+01	3.02E+01	-1.27E+01
4.45E+01	-1.99E+01	3.04E+01	-1.12E+01
4.45E+01	-1.73E+01	3.06E+01	-9.67E+00
4.45E+01	-1.45E+01	3.08E+01	-8.10E+00
4.45E+01	-1.17E+01	3.09E+01	-6.50E+00
4.45E+01	-8.83E+00	3.09E+01	-4.89E+00
4.45E+01	-5.91E+00	3.10E+01	-3.26E+00
4.45E+01	-2.96E+00	3.10E+01	-1.63E+00
4.45E+01	0.00E+00	3.10E+01	0.00E+00
4.45E+01	2.96E+00	3.10E+01	1.63E+00
4.45E+01	5.91E+00	3.10E+01	3.26E+00
4.45E+01	8.83E+00	3.09E+01	4.89E+00
4.45E+01	1.17E+01	3.09E+01	6.50E+00
4.45E+01	1.45E+01	3.08E+01	8.10E+00
4.45E+01	1.73E+01	3.06E+01	9.67E+00
4.45E+01	1.99E+01	3.04E+01	1.12E+01
4.45E+01	2.25E+01	3.02E+01	1.27E+01
4.45E+01	2.50E+01	2.99E+01	1.41E+01
4.45E+01	2.74E+01	2.93E+01	1.54E+01
4.45E+01	3.19E+01	2.60E+01	1.64E+01
4.60E+01	-2.97E+01	2.01E+01	-1.11E+01
4.60E+01	-2.74E+01	2.82E+01	-1.41E+01
4.60E+01	-2.25E+01	3.08E+01	-1.23E+01
4.60E+01	-1.99E+01	3.13E+01	-1.09E+01
4.60E+01	-1.73E+01	3.16E+01	-9.47E+00
4.60E+01	-1.45E+01	3.18E+01	-7.95E+00
4.60E+01	-1.17E+01	3.20E+01	-6.39E+00
4.60E+01	-8.83E+00	3.21E+01	-4.81E+00
4.60E+01	-5.91E+00	3.21E+01	-3.21E+00
4.60E+01	-2.96E+00	3.22E+01	-1.61E+00
4.60E+01	0.00E+00	3.22E+01	0.00E+00
4.60E+01	2.96E+00	3.22E+01	1.61E+00
4.60E+01	5.91E+00	3.21E+01	3.21E+00
4.60E+01	8.83E+00	3.21E+01	4.81E+00
4.60E+01	1.17E+01	3.20E+01	6.39E+00
4.60E+01	1.45E+01	3.18E+01	7.95E+00
4.60E+01	1.73E+01	3.16E+01	9.47E+00
4.60E+01	1.99E+01	3.13E+01	1.09E+01
4.60E+01	2.25E+01	3.08E+01	1.23E+01
4.60E+01	2.74E+01	2.82E+01	1.41E+01
4.60E+01	2.97E+01	2.01E+01	1.11E+01
